place,count,count_normalized,label
the soviet union,41,0.003891419893697798,1991 - 1995
china,40,0.0037965072133637054,1991 - 1995
india,39,0.003701594533029613,1991 - 1995
afghanistan,39,0.003701594533029613,1991 - 1995
the gaza strip,39,0.003701594533029613,1991 - 1995
spain,38,0.00360668185269552,1991 - 1995
sudanese,37,0.0035117691723614273,1991 - 1995
jericho,35,0.003321943811693242,1991 - 1995
moscow,34,0.0032270311313591497,1991 - 1995
texas,34,0.0032270311313591497,1991 - 1995
cuba,34,0.0032270311313591497,1991 - 1995
california,33,0.003132118451025057,1991 - 1995
bosnia,33,0.003132118451025057,1991 - 1995
north korea,32,0.0030372057706909645,1991 - 1995
gaza strip,32,0.0030372057706909645,1991 - 1995
yugoslavia,31,0.0029422930903568716,1991 - 1995
hebron,31,0.0029422930903568716,1991 - 1995
sudan,29,0.0027524677296886864,1991 - 1995
argentina,29,0.0027524677296886864,1991 - 1995
turkey,28,0.0026575550493545936,1991 - 1995
chicago,27,0.002562642369020501,1991 - 1995
geneva,27,0.002562642369020501,1991 - 1995
catholic,27,0.002562642369020501,1991 - 1995
belfast,27,0.002562642369020501,1991 - 1995
greece,25,0.002372817008352316,1991 - 1995
canada,25,0.002372817008352316,1991 - 1995
colombia,25,0.002372817008352316,1991 - 1995
rome,25,0.002372817008352316,1991 - 1995
vienna,24,0.002277904328018223,1991 - 1995
peru,24,0.002277904328018223,1991 - 1995
khartoum,24,0.002277904328018223,1991 - 1995
panama,23,0.0021829916476841307,1991 - 1995
morocco,23,0.0021829916476841307,1991 - 1995
boston,23,0.0021829916476841307,1991 - 1995
dutch,23,0.0021829916476841307,1991 - 1995
democratic,22,0.002088078967350038,1991 - 1995
utah,22,0.002088078967350038,1991 - 1995
switzerland,21,0.0019931662870159455,1991 - 1995
indian,20,0.0018982536066818527,1991 - 1995
florida,20,0.0018982536066818527,1991 - 1995
africa,19,0.00180334092634776,1991 - 1995
kurdish,19,0.00180334092634776,1991 - 1995
munich,19,0.00180334092634776,1991 - 1995
tripoli,19,0.00180334092634776,1991 - 1995
teheran,18,0.0017084282460136675,1991 - 1995
jersey city,18,0.0017084282460136675,1991 - 1995
brooklyn,18,0.0017084282460136675,1991 - 1995
austria,17,0.0016135155656795748,1991 - 1995
haiti,17,0.0016135155656795748,1991 - 1995
serbia,17,0.0016135155656795748,1991 - 1995
miami,17,0.0016135155656795748,1991 - 1995
south africa,17,0.0016135155656795748,1991 - 1995
manila,16,0.0015186028853454822,1991 - 1995
england,16,0.0015186028853454822,1991 - 1995
san francisco,16,0.0015186028853454822,1991 - 1995
atlanta,16,0.0015186028853454822,1991 - 1995
arabic,16,0.0015186028853454822,1991 - 1995
waco,16,0.0015186028853454822,1991 - 1995
nazi,16,0.0015186028853454822,1991 - 1995
tokyo,15,0.0014236902050113896,1991 - 1995
georgia,15,0.0014236902050113896,1991 - 1995
vietnam,15,0.0014236902050113896,1991 - 1995
lima,15,0.0014236902050113896,1991 - 1995
ohio,14,0.0013287775246772968,1991 - 1995
saudi,14,0.0013287775246772968,1991 - 1995
tehran,14,0.0013287775246772968,1991 - 1995
english,14,0.0013287775246772968,1991 - 1995
palestine,14,0.0013287775246772968,1991 - 1995
fla,14,0.0013287775246772968,1991 - 1995
mexico,14,0.0013287775246772968,1991 - 1995
the united kingdom,14,0.0013287775246772968,1991 - 1995
tunisia,13,0.0012338648443432042,1991 - 1995
east jerusalem,13,0.0012338648443432042,1991 - 1995
venezuela,13,0.0012338648443432042,1991 - 1995
michigan,13,0.0012338648443432042,1991 - 1995
norway,13,0.0012338648443432042,1991 - 1995
dallas,13,0.0012338648443432042,1991 - 1995
hungary,13,0.0012338648443432042,1991 - 1995
houston,13,0.0012338648443432042,1991 - 1995
czechoslovakia,12,0.0011389521640091116,1991 - 1995
netherlands,12,0.0011389521640091116,1991 - 1995
communist,12,0.0011389521640091116,1991 - 1995
berlin,12,0.0011389521640091116,1991 - 1995
east germany,12,0.0011389521640091116,1991 - 1995
el salvador,12,0.0011389521640091116,1991 - 1995
islamabad,12,0.0011389521640091116,1991 - 1995
dublin,12,0.0011389521640091116,1991 - 1995
sarajevo,11,0.001044039483675019,1991 - 1995
amman,11,0.001044039483675019,1991 - 1995
calif,11,0.001044039483675019,1991 - 1995
asia,11,0.001044039483675019,1991 - 1995
brazil,11,0.001044039483675019,1991 - 1995
kansas,11,0.001044039483675019,1991 - 1995
north africa,11,0.001044039483675019,1991 - 1995
frankfurt,11,0.001044039483675019,1991 - 1995
soviet union,11,0.001044039483675019,1991 - 1995
marxist,11,0.001044039483675019,1991 - 1995
nicaragua,11,0.001044039483675019,1991 - 1995
belgium,10,0.0009491268033409263,1991 - 1995
arizona,10,0.0009491268033409263,1991 - 1995
kurd,10,0.0009491268033409263,1991 - 1995
philadelphia,10,0.0009491268033409263,1991 - 1995
bogota,10,0.0009491268033409263,1991 - 1995
st  louis,10,0.0009491268033409263,1991 - 1995
doesn,10,0.0009491268033409263,1991 - 1995
minneapolis,9,0.0008542141230068337,1991 - 1995
madrid,9,0.0008542141230068337,1991 - 1995
medellin,9,0.0008542141230068337,1991 - 1995
calif   ,9,0.0008542141230068337,1991 - 1995
uganda,9,0.0008542141230068337,1991 - 1995
north african,9,0.0008542141230068337,1991 - 1995
latin american,9,0.0008542141230068337,1991 - 1995
illinois,9,0.0008542141230068337,1991 - 1995
missouri,9,0.0008542141230068337,1991 - 1995
detroit,9,0.0008542141230068337,1991 - 1995
brussels,9,0.0008542141230068337,1991 - 1995
massachusetts,9,0.0008542141230068337,1991 - 1995
the irish republic,8,0.0007593014426727411,1991 - 1995
yemen,8,0.0007593014426727411,1991 - 1995
thailand,8,0.0007593014426727411,1991 - 1995
armenia,8,0.0007593014426727411,1991 - 1995
minnesota,8,0.0007593014426727411,1991 - 1995
pennsylvania,8,0.0007593014426727411,1991 - 1995
shiite,8,0.0007593014426727411,1991 - 1995
idaho,7,0.0006643887623386484,1991 - 1995
korea,7,0.0006643887623386484,1991 - 1995
south african,7,0.0006643887623386484,1991 - 1995
christianity,7,0.0006643887623386484,1991 - 1995
sweden,7,0.0006643887623386484,1991 - 1995
pensacola,7,0.0006643887623386484,1991 - 1995
istanbul,7,0.0006643887623386484,1991 - 1995
islamist,7,0.0006643887623386484,1991 - 1995
hong kong,7,0.0006643887623386484,1991 - 1995
ukraine,7,0.0006643887623386484,1991 - 1995
bosnia herzegovina,7,0.0006643887623386484,1991 - 1995
contra,7,0.0006643887623386484,1991 - 1995
poland,7,0.0006643887623386484,1991 - 1995
somalia,7,0.0006643887623386484,1991 - 1995
australia,7,0.0006643887623386484,1991 - 1995
jean,7,0.0006643887623386484,1991 - 1995
malta,7,0.0006643887623386484,1991 - 1995
new delhi,6,0.0005694760820045558,1991 - 1995
latin,6,0.0005694760820045558,1991 - 1995
bangkok,6,0.0005694760820045558,1991 - 1995
oregon,6,0.0005694760820045558,1991 - 1995
malaysia,6,0.0005694760820045558,1991 - 1995
denver,6,0.0005694760820045558,1991 - 1995
va,6,0.0005694760820045558,1991 - 1995
chile,6,0.0005694760820045558,1991 - 1995
kenya,6,0.0005694760820045558,1991 - 1995
san diego,6,0.0005694760820045558,1991 - 1995
west berlin,6,0.0005694760820045558,1991 - 1995
virginia,6,0.0005694760820045558,1991 - 1995
mexico city,6,0.0005694760820045558,1991 - 1995
south carolina,6,0.0005694760820045558,1991 - 1995
arlington,5,0.00047456340167046317,1991 - 1995
saudi arabian,5,0.00047456340167046317,1991 - 1995
ku,5,0.00047456340167046317,1991 - 1995
the united states of america,5,0.00047456340167046317,1991 - 1995
belgrade,5,0.00047456340167046317,1991 - 1995
kazakhstan,5,0.00047456340167046317,1991 - 1995
shiite muslim,5,0.00047456340167046317,1991 - 1995
dayton,5,0.00047456340167046317,1991 - 1995
wisconsin,5,0.00047456340167046317,1991 - 1995
cambodia,5,0.00047456340167046317,1991 - 1995
beverly hills,5,0.00047456340167046317,1991 - 1995
gaza city,5,0.00047456340167046317,1991 - 1995
bulgaria,5,0.00047456340167046317,1991 - 1995
west german,5,0.00047456340167046317,1991 - 1995
croatia,5,0.00047456340167046317,1991 - 1995
pittsburgh,5,0.00047456340167046317,1991 - 1995
north korean,5,0.00047456340167046317,1991 - 1995
beije,5,0.00047456340167046317,1991 - 1995
bonn,5,0.00047456340167046317,1991 - 1995
orlando,5,0.00047456340167046317,1991 - 1995
iowa,5,0.00047456340167046317,1991 - 1995
springfield,5,0.00047456340167046317,1991 - 1995
naples,4,0.00037965072133637056,1991 - 1995
santa monica,4,0.00037965072133637056,1991 - 1995
anti american,4,0.00037965072133637056,1991 - 1995
united ireland,4,0.00037965072133637056,1991 - 1995
south korea,4,0.00037965072133637056,1991 - 1995
bombay,4,0.00037965072133637056,1991 - 1995
milan,4,0.00037965072133637056,1991 - 1995
cleveland,4,0.00037965072133637056,1991 - 1995
portugal,4,0.00037965072133637056,1991 - 1995
new orleans,4,0.00037965072133637056,1991 - 1995
arkansas,4,0.00037965072133637056,1991 - 1995
the hague  ,4,0.00037965072133637056,1991 - 1995
birmingham,4,0.00037965072133637056,1991 - 1995
delaware,4,0.00037965072133637056,1991 - 1995
baltimore,4,0.00037965072133637056,1991 - 1995
the united arab emirates,4,0.00037965072133637056,1991 - 1995
mostar,4,0.00037965072133637056,1991 - 1995
the  united states,4,0.00037965072133637056,1991 - 1995
luxembourg,4,0.00037965072133637056,1991 - 1995
nigeria,4,0.00037965072133637056,1991 - 1995
ethiopia,4,0.00037965072133637056,1991 - 1995
la,4,0.00037965072133637056,1991 - 1995
ecuador,4,0.00037965072133637056,1991 - 1995
pro iranian,4,0.00037965072133637056,1991 - 1995
alabama,4,0.00037965072133637056,1991 - 1995
kuwait city,3,0.0002847380410022779,1991 - 1995
burma,3,0.0002847380410022779,1991 - 1995
warsaw,3,0.0002847380410022779,1991 - 1995
conn,3,0.0002847380410022779,1991 - 1995
st  louis   ,3,0.0002847380410022779,1991 - 1995
johannesburg,3,0.0002847380410022779,1991 - 1995
caracas,3,0.0002847380410022779,1991 - 1995
seattle,3,0.0002847380410022779,1991 - 1995
lithuania,3,0.0002847380410022779,1991 - 1995
west germany,3,0.0002847380410022779,1991 - 1995
romania,3,0.0002847380410022779,1991 - 1995
guatemala,3,0.0002847380410022779,1991 - 1995
chechen,3,0.0002847380410022779,1991 - 1995
indonesia,3,0.0002847380410022779,1991 - 1995
nazi germany,3,0.0002847380410022779,1991 - 1995
west africa,3,0.0002847380410022779,1991 - 1995
azanian,3,0.0002847380410022779,1991 - 1995
montana,3,0.0002847380410022779,1991 - 1995
finland,3,0.0002847380410022779,1991 - 1995
qatar,3,0.0002847380410022779,1991 - 1995
singapore,3,0.0002847380410022779,1991 - 1995
zionism,3,0.0002847380410022779,1991 - 1995
indiana,3,0.0002847380410022779,1991 - 1995
ramallah,3,0.0002847380410022779,1991 - 1995
congo,3,0.0002847380410022779,1991 - 1995
st  paul,3,0.0002847380410022779,1991 - 1995
kansas city,3,0.0002847380410022779,1991 - 1995
nitroglycerin,3,0.0002847380410022779,1991 - 1995
riyadh,3,0.0002847380410022779,1991 - 1995
rhode island,3,0.0002847380410022779,1991 - 1995
hiroshima,3,0.0002847380410022779,1991 - 1995
mogadishu,3,0.0002847380410022779,1991 - 1995
zimbabwe,3,0.0002847380410022779,1991 - 1995
addis ababa,3,0.0002847380410022779,1991 - 1995
ipil,3,0.0002847380410022779,1991 - 1995
milwaukee,3,0.0002847380410022779,1991 - 1995
miami international airport,3,0.0002847380410022779,1991 - 1995
bolivia,3,0.0002847380410022779,1991 - 1995
philippines,3,0.0002847380410022779,1991 - 1995
karachi,3,0.0002847380410022779,1991 - 1995
tampa,3,0.0002847380410022779,1991 - 1995
zurich,3,0.0002847380410022779,1991 - 1995
west virginia,3,0.0002847380410022779,1991 - 1995
qaddafi,3,0.0002847380410022779,1991 - 1995
phoenix,3,0.0002847380410022779,1991 - 1995
south asian,3,0.0002847380410022779,1991 - 1995
sicilian,3,0.0002847380410022779,1991 - 1995
tallahassee,3,0.0002847380410022779,1991 - 1995
west african,3,0.0002847380410022779,1991 - 1995
sunni muslims,3,0.0002847380410022779,1991 - 1995
new  york,3,0.0002847380410022779,1991 - 1995
rican,3,0.0002847380410022779,1991 - 1995
japanese american,2,0.00018982536066818528,1991 - 1995
jakarta,2,0.00018982536066818528,1991 - 1995
columbia,2,0.00018982536066818528,1991 - 1995
african american,2,0.00018982536066818528,1991 - 1995
maine,2,0.00018982536066818528,1991 - 1995
oman,2,0.00018982536066818528,1991 - 1995
barcelona,2,0.00018982536066818528,1991 - 1995
aden,2,0.00018982536066818528,1991 - 1995
yokohama,2,0.00018982536066818528,1991 - 1995
cali,2,0.00018982536066818528,1991 - 1995
hobart,2,0.00018982536066818528,1991 - 1995
new mexico,2,0.00018982536066818528,1991 - 1995
colonies,2,0.00018982536066818528,1991 - 1995
kiev,2,0.00018982536066818528,1991 - 1995
new delhi  ,2,0.00018982536066818528,1991 - 1995
south korean,2,0.00018982536066818528,1991 - 1995
north koreans,2,0.00018982536066818528,1991 - 1995
bronx,2,0.00018982536066818528,1991 - 1995
symbionese,2,0.00018982536066818528,1991 - 1995
koran,2,0.00018982536066818528,1991 - 1995
suffolk,2,0.00018982536066818528,1991 - 1995
the united states  ,2,0.00018982536066818528,1991 - 1995
north carolina,2,0.00018982536066818528,1991 - 1995
east european,2,0.00018982536066818528,1991 - 1995
lone,2,0.00018982536066818528,1991 - 1995
cambridge,2,0.00018982536066818528,1991 - 1995
hebrew,2,0.00018982536066818528,1991 - 1995
non muslims,2,0.00018982536066818528,1991 - 1995
mass   ,2,0.00018982536066818528,1991 - 1995
moldova,2,0.00018982536066818528,1991 - 1995
los angeles times,2,0.00018982536066818528,1991 - 1995
north american,2,0.00018982536066818528,1991 - 1995
sandinista,2,0.00018982536066818528,1991 - 1995
philippine,2,0.00018982536066818528,1991 - 1995
rockville,2,0.00018982536066818528,1991 - 1995
nuremberg,2,0.00018982536066818528,1991 - 1995
soviet republic s,2,0.00018982536066818528,1991 - 1995
perry county,2,0.00018982536066818528,1991 - 1995
the republic of ireland  ,2,0.00018982536066818528,1991 - 1995
connecticut,2,0.00018982536066818528,1991 - 1995
st  louis county,2,0.00018982536066818528,1991 - 1995
persia,2,0.00018982536066818528,1991 - 1995
khartoum province,2,0.00018982536066818528,1991 - 1995
west london,2,0.00018982536066818528,1991 - 1995
harrisburg,2,0.00018982536066818528,1991 - 1995
warrington,2,0.00018982536066818528,1991 - 1995
anti syrian,2,0.00018982536066818528,1991 - 1995
harden,2,0.00018982536066818528,1991 - 1995
san salvador,2,0.00018982536066818528,1991 - 1995
colorado,2,0.00018982536066818528,1991 - 1995
alexandria,2,0.00018982536066818528,1991 - 1995
omaha,2,0.00018982536066818528,1991 - 1995
nablus,2,0.00018982536066818528,1991 - 1995
anglican,2,0.00018982536066818528,1991 - 1995
jamaica,2,0.00018982536066818528,1991 - 1995
viet,2,0.00018982536066818528,1991 - 1995
eastern european,2,0.00018982536066818528,1991 - 1995
maryland,2,0.00018982536066818528,1991 - 1995
new york city s,2,0.00018982536066818528,1991 - 1995
dresden,2,0.00018982536066818528,1991 - 1995
charleston,2,0.00018982536066818528,1991 - 1995
pretoria,2,0.00018982536066818528,1991 - 1995
langley,2,0.00018982536066818528,1991 - 1995
north africans,2,0.00018982536066818528,1991 - 1995
shanghai,2,0.00018982536066818528,1991 - 1995
soviet american,2,0.00018982536066818528,1991 - 1995
chechnya,2,0.00018982536066818528,1991 - 1995
julian,2,0.00018982536066818528,1991 - 1995
hindu,2,0.00018982536066818528,1991 - 1995
oakland,2,0.00018982536066818528,1991 - 1995
hispanic,2,0.00018982536066818528,1991 - 1995
dade county,2,0.00018982536066818528,1991 - 1995
conn   ,2,0.00018982536066818528,1991 - 1995
bethlehem,2,0.00018982536066818528,1991 - 1995
mississippi,2,0.00018982536066818528,1991 - 1995
a united states,2,0.00018982536066818528,1991 - 1995
attica,2,0.00018982536066818528,1991 - 1995
kabul,2,0.00018982536066818528,1991 - 1995
oslo,2,0.00018982536066818528,1991 - 1995
albania,2,0.00018982536066818528,1991 - 1995
tex   ,2,0.00018982536066818528,1991 - 1995
toronto,2,0.00018982536066818528,1991 - 1995
bosnia  ,2,0.00018982536066818528,1991 - 1995
edt,2,0.00018982536066818528,1991 - 1995
petro,2,0.00018982536066818528,1991 - 1995
sri lanka,2,0.00018982536066818528,1991 - 1995
alaska,2,0.00018982536066818528,1991 - 1995
vermont,2,0.00018982536066818528,1991 - 1995
saudi arabia  ,2,0.00018982536066818528,1991 - 1995
ridgefield,2,0.00018982536066818528,1991 - 1995
park ridge,2,0.00018982536066818528,1991 - 1995
la   ,2,0.00018982536066818528,1991 - 1995
nicosia,2,0.00018982536066818528,1991 - 1995
zionist,2,0.00018982536066818528,1991 - 1995
richmond,2,0.00018982536066818528,1991 - 1995
highland park,2,0.00018982536066818528,1991 - 1995
hamburg,2,0.00018982536066818528,1991 - 1995
brien,2,0.00018982536066818528,1991 - 1995
the united  states,2,0.00018982536066818528,1991 - 1995
non muslim,2,0.00018982536066818528,1991 - 1995
sunni,2,0.00018982536066818528,1991 - 1995
irish american,2,0.00018982536066818528,1991 - 1995
the russian federation,2,0.00018982536066818528,1991 - 1995
east west,2,0.00018982536066818528,1991 - 1995
therese,2,0.00018982536066818528,1991 - 1995
willi,2,0.00018982536066818528,1991 - 1995
latvia,2,0.00018982536066818528,1991 - 1995
mich   ,2,0.00018982536066818528,1991 - 1995
tina,2,0.00018982536066818528,1991 - 1995
japanese americans,2,0.00018982536066818528,1991 - 1995
mo   ,2,0.00018982536066818528,1991 - 1995
san martin,1,9.491268033409264e-05,1991 - 1995
loisel village,1,9.491268033409264e-05,1991 - 1995
novella,1,9.491268033409264e-05,1991 - 1995
yucatan states,1,9.491268033409264e-05,1991 - 1995
nubia,1,9.491268033409264e-05,1991 - 1995
hama,1,9.491268033409264e-05,1991 - 1995
east st  louis,1,9.491268033409264e-05,1991 - 1995
jalisco,1,9.491268033409264e-05,1991 - 1995
bridgeton,1,9.491268033409264e-05,1991 - 1995
cigna,1,9.491268033409264e-05,1991 - 1995
niki,1,9.491268033409264e-05,1991 - 1995
khalistan,1,9.491268033409264e-05,1991 - 1995
cusiana,1,9.491268033409264e-05,1991 - 1995
collinsworth,1,9.491268033409264e-05,1991 - 1995
st  louis  four,1,9.491268033409264e-05,1991 - 1995
tunisia  ,1,9.491268033409264e-05,1991 - 1995
middle east,1,9.491268033409264e-05,1991 - 1995
arabic language,1,9.491268033409264e-05,1991 - 1995
taiwan,1,9.491268033409264e-05,1991 - 1995
ramsey county,1,9.491268033409264e-05,1991 - 1995
the hague,1,9.491268033409264e-05,1991 - 1995
placerville,1,9.491268033409264e-05,1991 - 1995
pyongyang,1,9.491268033409264e-05,1991 - 1995
bosnia  islamic,1,9.491268033409264e-05,1991 - 1995
bosnia s muslim,1,9.491268033409264e-05,1991 - 1995
seoul,1,9.491268033409264e-05,1991 - 1995
nijmeh,1,9.491268033409264e-05,1991 - 1995
east german,1,9.491268033409264e-05,1991 - 1995
vatican city,1,9.491268033409264e-05,1991 - 1995
african americans,1,9.491268033409264e-05,1991 - 1995
wichita,1,9.491268033409264e-05,1991 - 1995
tucson,1,9.491268033409264e-05,1991 - 1995
sino,1,9.491268033409264e-05,1991 - 1995
jefferson city,1,9.491268033409264e-05,1991 - 1995
tijuana,1,9.491268033409264e-05,1991 - 1995
ian,1,9.491268033409264e-05,1991 - 1995
panama city,1,9.491268033409264e-05,1991 - 1995
kintyre,1,9.491268033409264e-05,1991 - 1995
kolachwalan,1,9.491268033409264e-05,1991 - 1995
guadalajaran,1,9.491268033409264e-05,1991 - 1995
st  helen s place,1,9.491268033409264e-05,1991 - 1995
the republic of ireland,1,9.491268033409264e-05,1991 - 1995
la previsora,1,9.491268033409264e-05,1991 - 1995
madison,1,9.491268033409264e-05,1991 - 1995
athens,1,9.491268033409264e-05,1991 - 1995
the hong kong,1,9.491268033409264e-05,1991 - 1995
guadalajara,1,9.491268033409264e-05,1991 - 1995
brighton,1,9.491268033409264e-05,1991 - 1995
minsk,1,9.491268033409264e-05,1991 - 1995
hellenic,1,9.491268033409264e-05,1991 - 1995
colombiana,1,9.491268033409264e-05,1991 - 1995
stasi,1,9.491268033409264e-05,1991 - 1995
inter arab,1,9.491268033409264e-05,1991 - 1995
norfolk,1,9.491268033409264e-05,1991 - 1995
skelton,1,9.491268033409264e-05,1991 - 1995
kosovo,1,9.491268033409264e-05,1991 - 1995
el  ,1,9.491268033409264e-05,1991 - 1995
jefferson street,1,9.491268033409264e-05,1991 - 1995
bona,1,9.491268033409264e-05,1991 - 1995
eamonn,1,9.491268033409264e-05,1991 - 1995
mendham,1,9.491268033409264e-05,1991 - 1995
bridgehampton,1,9.491268033409264e-05,1991 - 1995
saalbach,1,9.491268033409264e-05,1991 - 1995
wshlibya,1,9.491268033409264e-05,1991 - 1995
the irish republic s refusal,1,9.491268033409264e-05,1991 - 1995
liberia,1,9.491268033409264e-05,1991 - 1995
south lebanese,1,9.491268033409264e-05,1991 - 1995
palestine  kashmir,1,9.491268033409264e-05,1991 - 1995
warren,1,9.491268033409264e-05,1991 - 1995
prague,1,9.491268033409264e-05,1991 - 1995
dubai,1,9.491268033409264e-05,1991 - 1995
liverpool,1,9.491268033409264e-05,1991 - 1995
villa el salvador,1,9.491268033409264e-05,1991 - 1995
matsumoto,1,9.491268033409264e-05,1991 - 1995
costa rica,1,9.491268033409264e-05,1991 - 1995
andean,1,9.491268033409264e-05,1991 - 1995
the islamic republic,1,9.491268033409264e-05,1991 - 1995
wshiran,1,9.491268033409264e-05,1991 - 1995
bahai,1,9.491268033409264e-05,1991 - 1995
the jersey city,1,9.491268033409264e-05,1991 - 1995
marysville,1,9.491268033409264e-05,1991 - 1995
west s,1,9.491268033409264e-05,1991 - 1995
black south africans,1,9.491268033409264e-05,1991 - 1995
extradite,1,9.491268033409264e-05,1991 - 1995
socialist,1,9.491268033409264e-05,1991 - 1995
catholic ireland,1,9.491268033409264e-05,1991 - 1995
austria  turkey  ,1,9.491268033409264e-05,1991 - 1995
sioux city,1,9.491268033409264e-05,1991 - 1995
hillside,1,9.491268033409264e-05,1991 - 1995
nochum,1,9.491268033409264e-05,1991 - 1995
hartford,1,9.491268033409264e-05,1991 - 1995
va  ,1,9.491268033409264e-05,1991 - 1995
minn,1,9.491268033409264e-05,1991 - 1995
hong kong        ,1,9.491268033409264e-05,1991 - 1995
greensboro,1,9.491268033409264e-05,1991 - 1995
hawaii,1,9.491268033409264e-05,1991 - 1995
tanzania,1,9.491268033409264e-05,1991 - 1995
jadallah,1,9.491268033409264e-05,1991 - 1995
the united states   ,1,9.491268033409264e-05,1991 - 1995
jewish american,1,9.491268033409264e-05,1991 - 1995
non jewish,1,9.491268033409264e-05,1991 - 1995
kirshenbaum,1,9.491268033409264e-05,1991 - 1995
baton rouge,1,9.491268033409264e-05,1991 - 1995
albany,1,9.491268033409264e-05,1991 - 1995
north  belfast,1,9.491268033409264e-05,1991 - 1995
han,1,9.491268033409264e-05,1991 - 1995
the serbian republic of bosnia herzegovina,1,9.491268033409264e-05,1991 - 1995
sham,1,9.491268033409264e-05,1991 - 1995
mlada,1,9.491268033409264e-05,1991 - 1995
glen ridge,1,9.491268033409264e-05,1991 - 1995
libyan american,1,9.491268033409264e-05,1991 - 1995
non european,1,9.491268033409264e-05,1991 - 1995
waukesha,1,9.491268033409264e-05,1991 - 1995
janesville,1,9.491268033409264e-05,1991 - 1995
fulton,1,9.491268033409264e-05,1991 - 1995
abidjan,1,9.491268033409264e-05,1991 - 1995
ivory coast,1,9.491268033409264e-05,1991 - 1995
guangdong,1,9.491268033409264e-05,1991 - 1995
the gaza strip  ,1,9.491268033409264e-05,1991 - 1995
kharg island,1,9.491268033409264e-05,1991 - 1995
pro american,1,9.491268033409264e-05,1991 - 1995
okasha,1,9.491268033409264e-05,1991 - 1995
mauritania,1,9.491268033409264e-05,1991 - 1995
northern saudi arabia,1,9.491268033409264e-05,1991 - 1995
katharine,1,9.491268033409264e-05,1991 - 1995
new york times,1,9.491268033409264e-05,1991 - 1995
canine,1,9.491268033409264e-05,1991 - 1995
the czech republic  ukraine,1,9.491268033409264e-05,1991 - 1995
buckley,1,9.491268033409264e-05,1991 - 1995
berkeley,1,9.491268033409264e-05,1991 - 1995
ludington,1,9.491268033409264e-05,1991 - 1995
kismayu,1,9.491268033409264e-05,1991 - 1995
cameroon  ,1,9.491268033409264e-05,1991 - 1995
izmailovsky park,1,9.491268033409264e-05,1991 - 1995
rona,1,9.491268033409264e-05,1991 - 1995
west georgia,1,9.491268033409264e-05,1991 - 1995
macedonia,1,9.491268033409264e-05,1991 - 1995
shinrikyo,1,9.491268033409264e-05,1991 - 1995
abkhazia,1,9.491268033409264e-05,1991 - 1995
the united kingdom  belgium,1,9.491268033409264e-05,1991 - 1995
airs korea,1,9.491268033409264e-05,1991 - 1995
san francisco international airport,1,9.491268033409264e-05,1991 - 1995
native americans  asians,1,9.491268033409264e-05,1991 - 1995
yuba city  ,1,9.491268033409264e-05,1991 - 1995
osaka,1,9.491268033409264e-05,1991 - 1995
mecca  ,1,9.491268033409264e-05,1991 - 1995
oregon city,1,9.491268033409264e-05,1991 - 1995
